customer_id,gender,age,age_group,occupation,married,customer_segment,credit_sco,balance,monthly_ir,tenure_ye,nums_card,nums_service,active_member,digital_behavior,engagement_score,engagement_category,is_highly_engaged,loyalty_level,customer_value,risk_score,risk_segment,current_churn_risk,exit,churn_status,customer_region
158,Female,60,56-65,Accounting / Finance,1,Emerging,636,25582685,16000000,0,4,4,1,mobile,71,High,1,Bronze,Medium Value,0.2412,Low,Medium Risk,0,Active,South East
159,Female,20,18-25,Business / Sales,0,Emerging,657,24043843,28000000,1,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2895,Low,High Risk,0,Active,North East
160,Female,34,26-35,Accounting / Finance,1,Emerging,682,36733698,32000000,2,1,7,0,offline,29,Medium,0,Bronze,Medium Value,0.2264,Low,High Risk,0,Active,South East
161,Female,79,65+,Teacher / Lecturer,0,Mass,649,13647184,14000000,0,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.3323,Low,High Risk,0,Active,Other UK Region
162,Male,30,26-35,Business / Sales,1,Affluent,629,156391248,30000000,4,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.3034,Low,High Risk,0,Active,Other UK Region
163,Male,74,65+,Retired,1,Emerging,675,43775273,23000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2867,Low,High Risk,0,Active,East Midlands
164,Female,30,26-35,Student / Homemaker,0,Mass,700,3085841,7000000,4,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3507,Low,High Risk,0,Active,Other UK Region
165,Female,34,26-35,Office Worker / Civil Servant,2,Emerging,717,28143962,26000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2861,Low,High Risk,0,Active,South East
166,Male,55,46-55,Engineer / IT Professional,1,Affluent,664,144132921,56000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2419,Low,High Risk,0,Active,South East
167,Male,48,46-55,Office Worker / Civil Servant,1,Emerging,649,73609913,22000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3085,Low,High Risk,0,Active,Other UK Region
168,Male,42,36-45,Engineer / IT Professional,1,Affluent,681,115312065,59000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2276,Low,High Risk,0,Active,South East
169,Female,77,65+,Office Worker / Civil Servant,1,Emerging,705,35787280,19000000,0,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.2722,Low,High Risk,0,Active,East Midlands
170,Female,32,26-35,Manual Worker,0,Mass,721,6103004,12000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.32,Low,High Risk,0,Active,South East
171,Male,45,36-45,Engineer / IT Professional,3,Affluent,727,43659761,48000000,3,1,7,1,mobile,84,High,1,Gold,High Value,0.0693,Low,Low Risk,0,Active,South East
172,Female,57,56-65,Retired,3,Emerging,669,8221285,19000000,0,3,7,1,mobile,87,High,1,Bronze,Medium Value,0.1784,Low,Medium Risk,0,Active,South East
173,Female,52,46-55,Student / Homemaker,1,Emerging,652,75610014,12000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3252,Low,High Risk,0,Active,South East
174,Female,39,36-45,Business / Sales,1,Emerging,615,11516811,17000000,3,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3999,Low,High Risk,0,Active,South East
175,Female,39,36-45,Manual Worker,1,Mass,653,5543431,8000000,0,3,4,1,mobile,79,High,1,Bronze,Medium Value,0.2587,Low,Medium Risk,0,Active,South East
176,Female,62,56-65,Small Business Owner,1,Priority,760,345464536,166000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.1953,Low,High Risk,0,Active,South East
177,Female,63,56-65,Teacher / Lecturer,1,Affluent,560,31285242,35000000,2,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.3943,Low,High Risk,0,Active,South East
178,Female,52,46-55,Manual Worker,1,Mass,647,8465410,9000000,0,1,1,1,mobile,52,High,1,Bronze,Medium Value,0.2951,Low,Medium Risk,0,Active,South West
179,Male,36,36-45,Engineer / IT Professional,0,Emerging,723,15147297,29000000,1,5,4,1,mobile,76,High,1,Silver,Medium Value,0.1575,Low,Low Risk,0,Active,South East
180,Female,39,36-45,Accounting / Finance,2,Emerging,722,22292862,33000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2874,Low,Already Churned,1,Churned,South East
181,Female,47,46-55,Manual Worker,1,Mass,725,10999413,14000000,0,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3339,Low,Already Churned,1,Churned,East Midlands
182,Female,49,46-55,Engineer / IT Professional,1,Priority,745,100134599,68000000,1,2,6,1,mobile,84,High,1,Silver,High Value,0.0678,Low,Low Risk,0,Active,South East
183,Female,56,56-65,Manual Worker,1,Mass,592,16696014,11000000,0,2,4,1,mobile,63,High,1,Bronze,Medium Value,0.3004,Low,Medium Risk,0,Active,South East
184,Male,44,36-45,Small Business Owner,1,Priority,789,127450616,133000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.1949,Low,High Risk,0,Active,East of England
185,Male,61,56-65,Manual Worker,1,Mass,627,14883618,11000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3968,Low,Already Churned,1,Churned,South East
186,Male,61,56-65,Business / Sales,0,Affluent,721,24116340,42000000,2,4,1,0,offline,16,Low,0,Bronze,Low Value,0.2684,Low,Already Churned,1,Churned,South East
187,Male,71,65+,Accounting / Finance,2,Emerging,662,42116259,22000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2897,Low,High Risk,0,Active,East Midlands
188,Male,47,46-55,Accounting / Finance,1,Emerging,674,5383122,30000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3115,Low,High Risk,0,Active,South East
189,Male,52,46-55,Manual Worker,1,Mass,677,19740387,12000000,1,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.3039,Low,High Risk,0,Active,South West
190,Male,45,36-45,Manual Worker,2,Mass,684,23978525,14000000,1,4,1,1,mobile,71,High,1,Silver,Medium Value,0.2355,Low,Low Risk,0,Active,North East
191,Female,36,36-45,Retired,1,Mass,642,20056288,8000000,4,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3842,Low,High Risk,0,Active,South East
192,Male,90,65+,Teacher / Lecturer,1,Emerging,638,17127749,15000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3886,Low,Already Churned,1,Churned,South East
193,Female,68,65+,Manual Worker,1,Mass,696,16367515,9000000,2,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3306,Low,High Risk,0,Active,East of England
194,Male,61,56-65,Student / Homemaker,1,Mass,736,26293468,4000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3309,Low,Already Churned,1,Churned,East of England
195,Female,47,46-55,Office Worker / Civil Servant,2,Emerging,723,44648501,21000000,2,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.2405,Low,High Risk,0,Active,London
196,Male,35,26-35,Student / Homemaker,1,Mass,648,21153358,9000000,0,2,5,1,mobile,75,High,1,Bronze,Medium Value,0.233,Low,Medium Risk,0,Active,West Midlands
197,Female,64,56-65,Small Business Owner,1,Affluent,669,171433363,55000000,2,1,3,0,offline,14,Low,0,Bronze,Low Value,0.2348,Low,High Risk,0,Active,South East
198,Male,45,36-45,Manager / Executive,1,Priority,681,141410187,106000000,3,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.2251,Low,High Risk,0,Active,South West
199,Female,54,46-55,Accounting / Finance,1,Emerging,702,45470618,24000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.2968,Low,High Risk,0,Active,West Midlands
200,Male,39,36-45,Accounting / Finance,0,Emerging,641,30303471,27000000,2,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3297,Low,High Risk,0,Active,South East
201,Male,51,46-55,Accounting / Finance,1,Emerging,630,13096426,27000000,0,4,4,1,mobile,82,High,1,Bronze,Medium Value,0.2333,Low,Medium Risk,0,Active,West Midlands
202,Female,40,36-45,Engineer / IT Professional,1,Affluent,649,105942480,37000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2866,Low,High Risk,0,Active,South East
203,Female,41,36-45,Retired,1,Emerging,599,3925692,15000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.4203,Medium,High Risk,0,Active,West Midlands
204,Female,51,46-55,Office Worker / Civil Servant,1,Emerging,724,18608412,17000000,0,2,2,1,mobile,68,High,1,Bronze,Medium Value,0.2041,Low,Medium Risk,0,Active,South East
205,Male,30,26-35,Student / Homemaker,0,Mass,704,7051126,10000000,2,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.2973,Low,Already Churned,1,Churned,South East
206,Female,30,26-35,Small Business Owner,1,Priority,765,45272538,145000000,0,1,8,0,offline,33,Medium,0,Bronze,Medium Value,0.1573,Low,High Risk,0,Active,South East
207,Female,37,36-45,Student / Homemaker,1,Mass,673,8208002,12000000,1,5,2,1,mobile,70,High,1,Silver,Medium Value,0.2509,Low,Low Risk,0,Active,North East
208,Male,44,36-45,Office Worker / Civil Servant,2,Emerging,655,57896132,18000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3259,Low,Already Churned,1,Churned,Other UK Region
209,Female,62,56-65,Office Worker / Civil Servant,1,Mass,682,16171356,11000000,3,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3533,Low,Already Churned,1,Churned,West Midlands
210,Female,45,36-45,Teacher / Lecturer,1,Mass,706,28687292,14000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2973,Low,High Risk,0,Active,South East
211,Female,47,46-55,Teacher / Lecturer,1,Emerging,658,36524757,15000000,0,2,2,1,mobile,68,High,1,Bronze,High Value,0.2419,Low,Already Churned,1,Churned,South East
212,Male,43,36-45,Office Worker / Civil Servant,1,Mass,694,15930140,11000000,1,2,2,1,mobile,62,High,1,Silver,Medium Value,0.2239,Low,Low Risk,0,Active,East Midlands
213,Male,52,46-55,Manual Worker,3,Mass,632,7967801,8000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4053,Medium,Already Churned,1,Churned,South East
214,Male,36,36-45,Retired,0,Mass,633,16397551,13000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3856,Low,Already Churned,1,Churned,South East
215,Female,46,46-55,Engineer / IT Professional,0,Priority,661,90296999,68000000,2,3,8,0,offline,39,High,1,Silver,High Value,0.188,Low,High Risk,0,Active,West Midlands
216,Female,54,46-55,Manager / Executive,1,Priority,800,90482771,104000000,0,4,8,0,offline,42,High,1,Bronze,High Value,0.149,Low,High Risk,0,Active,South East
217,Female,51,46-55,Engineer / IT Professional,1,Priority,800,129031973,83000000,3,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2072,Low,High Risk,0,Active,South East
218,Male,47,46-55,Accounting / Finance,1,Emerging,767,16749550,33000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2658,Low,High Risk,0,Active,South East
219,Male,48,46-55,Accounting / Finance,1,Emerging,744,45376482,17000000,3,1,3,0,offline,14,Low,0,Bronze,Low Value,0.2858,Low,Already Churned,1,Churned,West Midlands
220,Male,55,46-55,Business / Sales,1,Affluent,664,45607708,40000000,4,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2507,Low,High Risk,0,Active,North West
221,Male,90,65+,Office Worker / Civil Servant,0,Mass,723,38227070,13000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3209,Low,High Risk,0,Active,South East
222,Male,37,36-45,Engineer / IT Professional,1,Affluent,679,56766100,36000000,0,3,3,1,mobile,75,High,1,Bronze,High Value,0.1611,Low,Medium Risk,0,Active,Other UK Region
223,Female,90,65+,Manual Worker,1,Mass,646,29269974,13000000,0,2,4,1,mobile,76,High,1,Bronze,Medium Value,0.2356,Low,Medium Risk,0,Active,South East
224,Male,36,36-45,Manual Worker,0,Mass,702,5624192,9000000,4,2,5,1,mobile,80,High,1,Gold,Medium Value,0.197,Low,Low Risk,0,Active,West Midlands
225,Male,24,18-25,Engineer / IT Professional,0,Affluent,708,48985883,57000000,1,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.1939,Low,High Risk,0,Active,South East
226,Female,40,36-45,Business / Sales,1,Emerging,585,23595827,25000000,2,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.3677,Low,High Risk,0,Active,West Midlands
227,Male,53,46-55,Teacher / Lecturer,1,Emerging,649,31741961,31000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3006,Low,High Risk,0,Active,West Midlands
228,Female,85,65+,Engineer / IT Professional,0,Emerging,575,46511433,30000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4095,Medium,High Risk,0,Active,West Midlands
229,Male,35,26-35,Business / Sales,0,Emerging,672,27149407,24000000,1,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.281,Low,High Risk,0,Active,South East
230,Female,55,46-55,Business / Sales,1,Emerging,727,31996048,33000000,2,5,3,1,mobile,70,High,1,Silver,High Value,0.153,Low,Low Risk,0,Active,South West
231,Female,31,26-35,Accounting / Finance,1,Emerging,752,35514179,18000000,0,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3118,Low,High Risk,0,Active,East of England
232,Female,83,65+,Teacher / Lecturer,1,Emerging,720,72318442,23000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2432,Low,High Risk,0,Active,East Midlands
233,Male,68,65+,Retired,1,Mass,727,10944234,7000000,0,2,3,1,mobile,68,High,1,Bronze,Medium Value,0.218,Low,Already Churned,1,Churned,East Midlands
234,Male,41,36-45,Engineer / IT Professional,1,Affluent,685,10201725,36000000,1,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.2933,Low,High Risk,0,Active,London
235,Female,28,26-35,Office Worker / Civil Servant,0,Mass,612,12432954,12000000,0,2,2,1,mobile,56,High,1,Bronze,Medium Value,0.3069,Low,Medium Risk,0,Active,South East
236,Female,72,65+,Accounting / Finance,1,Affluent,779,171243441,29000000,3,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.2333,Low,High Risk,0,Active,South East
237,Female,45,36-45,Engineer / IT Professional,1,Emerging,620,81304501,33000000,3,1,4,0,offline,18,Low,0,Bronze,Low Value,0.3143,Low,High Risk,0,Active,London
238,Female,70,65+,Student / Homemaker,1,Mass,704,14261233,12000000,3,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3348,Low,High Risk,0,Active,East Midlands
239,Female,47,46-55,Business / Sales,0,Affluent,634,30218048,47000000,3,4,7,0,offline,38,High,1,Silver,Medium Value,0.2467,Low,High Risk,0,Active,South East
240,Female,48,46-55,Engineer / IT Professional,1,Priority,710,138554565,68000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2063,Low,High Risk,0,Active,South East
241,Male,41,36-45,Retired,1,Mass,624,22982595,11000000,0,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3945,Low,High Risk,0,Active,South East
242,Male,58,56-65,Accounting / Finance,1,Emerging,723,36857915,20000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2698,Low,High Risk,0,Active,South West
243,Female,49,46-55,Manager / Executive,0,Priority,752,71315175,123000000,0,3,4,1,mobile,79,High,1,Bronze,High Value,0.0969,Low,Medium Risk,0,Active,South East
244,Male,56,56-65,Engineer / IT Professional,2,Affluent,737,31228096,51000000,0,3,8,1,mobile,94,High,1,Bronze,High Value,0.0568,Low,Medium Risk,0,Active,South East
245,Female,29,26-35,Student / Homemaker,1,Mass,614,2815685,9000000,0,2,3,1,mobile,72,High,1,Bronze,Medium Value,0.3163,Low,Already Churned,1,Churned,South East
246,Female,71,65+,Business / Sales,0,Affluent,632,46195545,39000000,2,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.2971,Low,High Risk,0,Active,South East
247,Female,77,65+,Manager / Executive,1,Priority,662,200345061,80000000,2,2,7,1,mobile,74,High,1,Silver,High Value,0.0849,Low,Low Risk,0,Active,North East
248,Male,49,46-55,Small Business Owner,1,Priority,799,112915316,117000000,1,5,6,0,offline,38,High,1,Silver,High Value,0.1713,Low,High Risk,0,Active,Other UK Region
249,Female,89,65+,Office Worker / Civil Servant,2,Emerging,628,109070454,24000000,0,1,2,1,mobile,66,High,1,Bronze,High Value,0.2407,Low,Medium Risk,0,Active,South East
250,Female,82,65+,Accounting / Finance,3,Emerging,689,32319561,28000000,4,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.2664,Low,Already Churned,1,Churned,North West
251,Male,58,56-65,Engineer / IT Professional,3,Affluent,674,56635023,39000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2651,Low,High Risk,0,Active,West Midlands
252,Female,73,65+,Manager / Executive,3,Priority,697,89043035,70000000,0,1,8,0,offline,33,Medium,0,Bronze,Medium Value,0.1522,Low,High Risk,0,Active,Other UK Region
253,Female,66,65+,Student / Homemaker,1,Mass,616,4639675,4000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4483,Medium,High Risk,0,Active,East of England
254,Female,27,26-35,Engineer / IT Professional,1,Affluent,682,49410274,39000000,0,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2713,Low,High Risk,0,Active,West Midlands
255,Female,43,36-45,Business / Sales,1,Affluent,691,47917681,42000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2192,Low,High Risk,0,Active,East Midlands
256,Male,59,56-65,Student / Homemaker,1,Mass,620,10080725,5000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.408,Medium,High Risk,0,Active,East Midlands
257,Female,79,65+,Business / Sales,1,Emerging,726,82708502,18000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2766,Low,High Risk,0,Active,Other UK Region
258,Male,30,26-35,Retired,1,Mass,671,6769751,14000000,0,4,1,1,mobile,63,High,1,Bronze,Medium Value,0.2638,Low,Already Churned,1,Churned,North West
259,Male,28,26-35,Business / Sales,2,Emerging,664,4928759,18000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3591,Low,Already Churned,1,Churned,Other UK Region
260,Male,46,46-55,Small Business Owner,0,Priority,694,176424847,88000000,3,5,8,0,offline,45,High,1,Silver,High Value,0.1469,Low,High Risk,0,Active,South East
261,Male,25,18-25,Manual Worker,0,Mass,629,15432726,10000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3963,Low,Already Churned,1,Churned,South East
262,Female,46,46-55,Student / Homemaker,1,Mass,625,7611114,9000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4233,Medium,Already Churned,1,Churned,West Midlands
263,Female,53,46-55,Manual Worker,1,Mass,664,15697567,13000000,0,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3551,Low,High Risk,0,Active,South East
264,Male,35,26-35,Office Worker / Civil Servant,1,Emerging,672,62334165,25000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2815,Low,High Risk,0,Active,South East
265,Male,46,46-55,Manual Worker,1,Emerging,727,39339363,16000000,1,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.2895,Low,High Risk,0,Active,South East
266,Female,64,56-65,Engineer / IT Professional,1,Priority,685,54666616,65000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2326,Low,High Risk,0,Active,South East
267,Male,40,36-45,Manual Worker,1,Mass,683,4017940,8000000,1,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3751,Low,Already Churned,1,Churned,East Midlands
268,Male,37,36-45,Business / Sales,3,Emerging,621,14148012,22000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3689,Low,High Risk,0,Active,South East
269,Female,46,46-55,Engineer / IT Professional,2,Affluent,747,100650277,55000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.1977,Low,High Risk,0,Active,East Midlands
270,Female,34,26-35,Manager / Executive,1,Priority,728,377172174,108000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.1818,Low,High Risk,0,Active,London
271,Male,87,65+,Business / Sales,1,Emerging,633,119240335,30000000,2,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3402,Low,High Risk,0,Active,South East
272,Female,48,46-55,Business / Sales,0,Emerging,669,14184118,21000000,2,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.2853,Low,High Risk,0,Active,South East
273,Male,38,36-45,Engineer / IT Professional,1,Affluent,670,37115723,38000000,0,1,6,1,mobile,67,High,1,Bronze,High Value,0.1337,Low,Medium Risk,0,Active,South East
274,Female,51,46-55,Office Worker / Civil Servant,1,Emerging,664,29972360,26000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3338,Low,High Risk,0,Active,South West
275,Female,45,36-45,Engineer / IT Professional,1,Affluent,739,20477198,41000000,0,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2474,Low,High Risk,0,Active,South East
276,Male,44,36-45,Accounting / Finance,0,Emerging,664,71776174,32000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.2988,Low,High Risk,0,Active,South East
277,Male,40,36-45,Accounting / Finance,1,Emerging,712,7802309,32000000,1,1,3,0,offline,14,Low,0,Bronze,Low Value,0.277,Low,High Risk,0,Active,South East
278,Male,39,36-45,Manager / Executive,1,Priority,644,73743218,75000000,0,2,8,1,mobile,91,High,1,Bronze,High Value,0.1025,Low,Medium Risk,0,Active,South East
279,Female,29,26-35,Manual Worker,1,Mass,672,5738895,8000000,3,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.3318,Low,Already Churned,1,Churned,South East
280,Male,73,65+,Office Worker / Civil Servant,2,Emerging,669,54996690,10000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3535,Low,High Risk,0,Active,Other UK Region
281,Male,57,56-65,Student / Homemaker,1,Mass,681,10475688,9000000,0,4,5,1,mobile,79,High,1,Bronze,Medium Value,0.2085,Low,Medium Risk,0,Active,North East
282,Male,52,46-55,Accounting / Finance,2,Priority,658,440405604,40000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2544,Low,High Risk,0,Active,South East
